Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.16,112386489.01,114971207.21,122666858.79,118537875.13,110653830.72,154731969.70,165523634.50,163577538.33,138478900.63,143856253.13,130225018.75,173836362.01,164458120.31,213143016.44,243961995.51,257150374.07,226313443.75,236880821.66,235620043.50,253966922.28,270419779.42,268550998.22,206457544.50,224446663.80,371095510.05,392621385.89,417806667.08,477458598.71,532062927.38,587029054.44,592365688.05,696910810.92,868154708.52,830126469.99,849878424.23,1099818651.98,989271229.64,1046087417.97,1054915645.20,1048229629.42,1179004941.23,1350177127.55,1504630120.99,1439638443.38,1431758242.90
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,77496753.70,87879341.48,109079978.89,131431026.67,147841734.44,164369278.89,182144092.96,208372846.30,240923924.81,290440140.74,337174861.85,398637727.78,438794788.52,459470370.37,481707407.41,499281481.48,535174074.07,589429629.63,577281481.48,633729629.63,680618518.52,727859259.26,766200000.00,826370370.37,800481481.48,814381481.48,856396296.30,919729629.63,1022962962.96,1157662962.96,1312759259.26,1370070370.37,1228329629.63,1148700000.00,1137637037.04,1199948148.15,1181448148.15,1249733333.33,1336692592.59,1436585185.19,1467977777.78,1605944444.44,1687533333.33,1370281481.48
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218226.43,196349967.67,184008995.64,191621958.38,184697210.00,196726077.06,279197696.81,337525870.62,356500026.69,341476764.04,429622147.74,424108796.56,457388578.92,452881443.08,319189200.35,398461789.56,396053797.63,364445589.70,370106776.04,382454989.95,351136568.44,378512003.41,425964697.42,546885184.99,633706149.25,653845122.87,698431827.74,795673128.49,915659192.83,905341090.57,907978723.55,1023086183.80,1015843368.79,1116224161.08,1149587651.69,966029542.04,1012835518.26,1077439662.58,1188797574.95,1192559739.37,1235400352.29
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012012.01,11592011.59,12642026.57,13923029.26,15393032.35,15603032.80,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.24,147357222.78,154902869.02,147912069.77,146712850.51,151313241.98,168887539.13,207850623.64,249267039.78,283828769.03,304832867.39,368584758.94,374359556.08,433667193.81,473916819.45,486451204.56,508221508.22,503068472.20,562958836.52,608369282.23,622985493.68,614879764.78,622262057.19,697518248.18,705704816.04,839319927.27,919103254.55,1016418229.25,1033561654.06,967199593.96,847397850.09,969936525.30,1065826669.90,1060226125.63,1328157608.83,1343007845.04,1377495054.04,1426651768.82,1528242026.36,1547690759.44,1582841058.89,1059886363.64
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.30,102244362.22,110900457.04,115651918.89,125435590.00,131803552.22,145533310.74,167728455.19,187589522.59,215009569.63,236357523.70,267327642.22,278098762.96,300757888.89,310160444.44,309812185.19,325111814.81,342172518.52,366911444.44,392190592.59,445903592.59,482009370.37,520044370.37,520444185.19,540336925.93,591018407.41,599118592.59,695555555.56,698700666.67,758683592.59,825976037.04,771275555.56,771013259.26,778655925.93,799882259.26,842620111.11,911497407.41,997007925.93,1061640740.74,1125685185.19,1166523555.56,1212694407.41,1042100555.56
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000.00,15850000.00,16300000.00,19624746.45,22944849.12,24196018.38,31514856.31,33364055.30,30095602.29,44496296.30,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.70,111007407.41,130685185.19,147748148.15,172692592.59,192518518.52,217259259.26,220540740.74,242137037.04,263755555.56,295159259.26,313485185.19,333944444.44,374641307.97,383257331.41,406595484.37,421695769.84,458643829.01,481077373.67,469869869.87,506900000.00,547203703.70,644411111.11,689285185.19,751233333.33,747862962.96,760170370.37,817759259.26,800414814.81,839770370.37,916566666.67,923155555.56,1008888888.89,1060740740.74,1078518518.52,1164814814.81,980740740.74
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.00,366707910.00,409753640.00,485598810.00,578645760.00,721891470.00,773489740.00,862683630.00,703175750.00,686787810.00,728789570.00,727161000.00,754238000.00,841070000.00,942070000.00,1032452000.00,1022365000.00,1113178000.00,1197415000.00,924583000.00
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,119258835.34,121185497.57,113781795.82,114501912.52,117389554.19,144482515.37,131856420.70,126498935.34,139464173.55,158351368.43,154013202.12,168879207.24,201334169.05,209088824.61,200491853.17,233701301.49,249333250.08,261370044.49,272771209.11,262293410.71,268006972.69,272014693.05,257926881.72,262596597.80,314471328.07,364996869.13,394962552.34,439376794.09,516392922.51,590748237.02,592622502.36,670713208.08,770153304.15,747839697.75,758304466.25,772315721.27,730870581.67,780889605.90,880043553.75,914727908.14,934521604.60,881547928.58
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,13066557.78,13999883.33,14524878.96,13708219.10,14758210.35,15108207.43,16099865.83,15835177.93,15350000.00,16650000.00,18450000.00,20051648.18,27585488.99,30165373.62,32924215.86,33237164.72,32792480.97,49353161.85,60844771.48,71096359.63,82340339.63,102086539.26,113759203.33,122255349.63,135024987.78,145641705.19,160846656.67,175580647.41,200726712.59,214745002.22,240366666.67,254829629.63,277955555.56,286307407.41,289437037.04,316007407.41,331488888.89,347770370.37,373618518.52,390718518.52,396262962.96,430040740.74,461885185.19,481807407.41,521974074.07,550729629.63,610929629.63,684444444.44,695429629.63,674922222.22,681225925.93,676129629.63,692933333.33,721207407.41,727714814.81,755400000.00,774429629.63,792177777.78,811300000.00,825040740.74,807474074.07
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,121221651.62,111862823.57,109200934.33,95572172.98,100947848.64,111713922.14,133016065.42,122888609.72,125766269.76,125597205.42,132303041.36,133122897.20,221098106.51,224865731.38,249908970.66,285475591.90,269481523.20,258833766.58,269019710.33,273088357.16,288078881.43,338838639.38,420320176.36,465568018.30,505832439.82,570469196.67,619260721.58,584706020.21,663155954.96,737147951.05,760319276.01,770059550.97,756805940.21,787958585.89,799493884.32,832025573.98,821286927.54,852007112.72,807100820.65
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512000000.00,524000000.00,509000000.00,500000000.00,493000000.00,518000000.00,560000000.00,675000000.00,573000000.00,570000000.00,640000000.00,638000000.00,643000000.00,673000000.00,671000000.00,612000000.00,639000000.00,648000000.00,709000000.00
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.74,119491932.96,135161958.52,151868754.44,171106184.07,185137242.96,201429629.63,219762962.96,234059259.26,245525925.93,264374074.07,274522222.22,292285185.19,302988888.89,322411111.11,331759259.26,333470370.37,340203703.70,333196296.30,343311111.11,367200000.00,364255555.56,390251851.85,421374074.07,458188888.89,489074074.07,493825925.93,501025925.93,485996296.30,498296296.30,520207407.41,540737037.04,576229629.63,519837037.04,550622222.22,611537037.04,504214814.81
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.37,106344854.99,113563821.58,132201141.45,137066290.55,138489884.39,195990986.21,208871665.75,222100576.35,214991452.31,191504892.76,199214633.22,204849612.59,181116952.79,182763693.92,202246959.69,230657965.49,261797606.15,292232117.08,298513956.16,344428609.01,312377379.30,366840012.44,414523388.46,470714083.43,450643615.18,439878828.01,437006227.16,420540178.57,460379144.99,489235527.40,512350059.42,488829964.07
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75951210.69,85171308.17,102085583.47,114582561.63,136450274.67,142775597.26,149146423.08,188021190.59,187820464.57,196652514.27,231489270.14,250680845.75,300554483.61,346528329.18,316066072.34,345495614.98,375614126.19,412253809.73,427425039.68,472914469.92
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000.00,,,112210000.00,116700000.00,124700000.00,135200000.00,147200000.00,166200000.00,178100000.00,198400000.00,202500000.00,221575300.00,218534700.00,206626300.00,218873100.00,220140500.00,233271800.00,240970900.00,242517200.00,245432900.00,240236000.00,250281900.00,253541900.00,256787200.00,263145100.00,280284600.00,296944100.00,311301600.00,327248700.00,317214400.00,319271200.00,316489900.00,332265200.00,366666800.00,401932300.00,408057100.00,410083600.00
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146297500.00,156907900.00,163184900.00,153963200.00,165186200.00,190452900.00,192382400.00,198897700.00,198283900.00,187522800.00,185943000.00,196911100.00,212397800.00,221117200.00,241669800.00,280457700.00,298300000.00,285300000.00,284700000.00,274200000.00,257700000.00
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000.00,34918000.00,41749000.00,45144000.00,43879000.00,55989000.00,62983000.00,70688000.00,72798000.00,78476000.00,82507000.00,91063000.00,99461000.00,108071000.00,120230000.00,110858000.00,110705600.00,112279400.00,114326300.00,115347500.00,122824000.00,131738200.00,131398500.00,132440200.00,136559500.00,141515800.00,148346700.00,151898900.00,149769600.00,160407100.00,172188500.00,180436300.00,184840400.00,182142800.00,183814300.00,201510900.00,213204100.00,221588900.00,239462200.00,244462400.00
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.50,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.60,32125148.40,32085561.50,33608738.27,42972107.20,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.40,63101272.37,72196457.68,90231856.80,102367039.27,112133944.25,110234939.76,132671742.95,141042610.30,132419902.01,156120439.25,181705153.61,190243432.81,185114059.62,179703165.41,171117816.67,178328984.10,187276124.79,200157020.64,188391770.64,197508774.34
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.19,86529661.37,99723394.96,109359680.22,124021393.69,118724073.81,114626625.55
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824447.74,9365165.91,9742949.47,9630762.95,10886825.56,11025945.14,12334846.23,12700905.45,12757632.87,13687141.11,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33,48855550.20
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,405463417.12,487602457.75,596423607.11,695304363.03,764887117.19,872138715.08,958463184.36,1082979720.67,1245688268.16,1320474860.34,1379960893.85,1531944134.08,1665100558.66,1722798882.68,1873452513.97,1920111731.84,1941340782.12,2021229050.28,2228491620.11,2330726256.98,2424581005.59,2615083798.88,2745251396.65,2498882681.56,2390502793.30,2549720670.39,2534636871.51,2727849720.67,2790849162.01,2962905027.93,2983636871.51,3092430167.60,3202188606.93,,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78619206.09,89409820.36,113408231.94,150820102.80,186558696.28,220127246.38,227281024.62,254020153.34,308008897.57,411578334.16,446416105.83,388958731.30,375895956.38,327861832.95,330070689.30,346737964.77,482000594.04,611316399.41,721425939.15,795449332.40,1029048481.88,1106928582.87,1210013651.88,1007025755.00,1017549124.33,1178738991.19,1223945356.63,1180597272.73,1211932397.82,1239876305.14,1429049198.45,1546926174.50,1755910032.00,2361726862.30,2894921778.00,3159905484.39,3456442102.62,3952600602.24,4085630584.44,3674409558.21,3449966856.69,3629203786.19,3188808942.57,3193704343.21,3271808157.30,2789870187.51,2896679211.87,3000180750.11,3218316013.23,3155065487.52,
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.61,6262740656.85,6439703434.71,6232906290.49,6663669064.75,7332244897.96,8553643354.08,8827272727.27,9676172953.08,11514605842.34,,,,,,,,,,,,,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.65,467872714.76,531688311.69,578015625.00,693535954.19,686490090.14,745526154.93,688921325.71,706370815.58,752368495.51,729321366.65,870247703.18,1109054005.44,1098425900.74,1211161879.67,1317974491.06,1380188800.00,1856695551.22,1589515447.15,2065001626.02,,,,,,,,,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107882640.88,1120280381.87,1058702725.44,1147654635.46,1262669892.46,1494011567.01,1688237552.37,1727792692.89,1984445416.02,2290133548.87,2432415998.12,2268387770.71,2320424601.27,2490807830.57,2366301251.62,2627049837.08,2850743875.28,2518096285.62,2738832687.14,2899226097.62,3051341335.95,3126293219.78,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88570952.87,106101175.66,140153748.24,169918948.63,211194305.70,240780413.56,282269373.00,355989047.26,420642463.41,476055288.42,435746974.76,402405069.37,416183706.94,379371608.44,412876071.12,603015696.45,787392365.83,898611007.95,929796722.39,1018970364.86,1016493394.83,1037921836.95,927219728.87,1005879948.43,1208946165.93,1197509786.68,1072147778.03,1149862702.96,1131561595.14,1068030829.76,1086172922.57,1169138789.31,1558753434.43,1822486688.59,1849805732.96,2013099482.07,2249811708.95,2499107510.64,2529948329.57,2503156060.53,2684467375.71,2609667673.72,2684952726.88,2842048997.77,2499115623.00,2707146783.13,2851610655.92,3040414278.02,2982247278.62,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.69,1023005862.78,1180968165.41,1382605389.32,1567402513.70,1563667799.62,1659131243.74,1947332921.75,2328658227.85,2822358473.17,3032400000.00,3422651333.95,4466100440.18,5928420955.88,5487083657.89,5920177688.50,6566098381.67,6690725118.48,7000748788.49,7708834951.46,7085288006.11,6846691871.46,6979581724.58,7491969312.88,7315388052.08,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90098330.67,104888628.17,124941925.01,165930611.73,193983720.46,246387479.18,272493879.02,303496276.26,436918176.73,503180669.99,534701915.62,511658690.56,522090331.48,524034109.86,502617355.41,529078995.56,779365167.60,1052843347.64,1161757671.02,1120000916.93,1421466239.56,1484152022.32,1631197909.26,1673104493.77,1948118227.68,2428461395.35,2504033252.43,2298410390.68,2479721340.87,2664026095.06,2483953102.79,2491822706.80,2688630822.53,3070691319.52,3454362685.97,3659251525.86,4000239272.61,4601299566.81,5081432924.01,4504549214.23,5082366478.09,5739977477.48,5456009384.66,6391735893.84,6657170923.38,6268391521.20,6237264055.21,6474256118.61,6839145106.86,6684443550.01,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868.04,327651487.97,402460333.25,523552815.10,563939670.68,711922994.26,735339911.92,811250927.39,1000535735.38,1209898293.39,1378130995.60,1205166025.48,1143229071.83,1092551781.04,1037314956.23,1082851076.50,1515209588.21,1839095595.29,2000674667.14,2010116851.24,2481316053.97,2480598883.85,2737192565.06,2574302409.08,2720310018.90,3130462610.07,3137673291.45,2840175545.07,2934498443.41,2906093756.66,2647885848.54,2718868306.01,2968987019.23,3601321064.55,4137913500.00,4203084193.51,4582988332.71,5867916780.73,6476490405.74,5451653237.01,5367625613.15,6088808463.25,5743029680.07,6555983530.35,7069616048.89,6261622101.41,6472990923.18,6431314957.07,7194024563.06,7423709839.92,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000.00,1239000000.00,1210000000.00,1061000000.00,990000000.00,938000000.00,939000000.00,795000000.00,799000000.00,729000000.00,746000000.00,772000000.00,832000000.00,910000000.00,1230000000.00,1560000000.00,1302000000.00,1182000000.00,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594492.31,164206536.28,180036767.47,215507162.36,263108841.08,358815683.72,413985777.67,506808996.96,542293400.03,637403479.73,816652167.29,798313524.68,837620127.34,846004692.26,1047225724.45,1182463958.70,972564156.97,904599871.53,823857894.29,796066192.90,854820894.10,1201321509.30,1488093104.53,2072775508.28,2185082943.58,2529440424.33,2653780677.01,2923883289.64,2822243775.11,3038728391.46,3628440524.39,3606968436.37,3291131295.15,3556304834.45,3647802046.42,3420032041.96,3297734885.87,3740056751.28,4915353825.41,5895008984.93,6238629461.55,6979155408.87,8819917186.65,9067619728.70,8704438060.52,9364350064.99,10351448025.31,9659151908.66,10151382876.82,10635035550.01,8738203041.55,8724568970.68,9173669999.60,9846920284.01,9438127994.09,
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,176534589.60,215659455.02,220984369.13,259590076.29,242943776.86,254035999.22,296613496.87,325843254.67,431254103.05,555337985.68,690319754.91,732286143.34,793193187.42,1005573294.21,1215031775.27,1362151523.69,1279972866.38,1286462642.64,1335895286.39,1378991403.38,1507230778.90,2301514717.30,2543199148.39,2687472829.63,2636461517.10,3181206304.82,3267367650.64,3558215009.09,3694600395.13,3522272234.12,3982376722.37,3954697173.62,3567062532.28,3775160797.20,3797016078.80,3447543203.03,,,,,,,,,,,,,,,,,,,,
